User,Reply,Likes,Retweets
PaulWasonga15,@kipmurkomen And how should that one worry you non practicing lawyer ?,0,0
MuchokiNgugi,@kipmurkomen Hehehe inawauma lakini inabidi mzoee...... Mean while is Raila still being weakened????,0,0
dimapritt,@kipmurkomen And how is it a concern to you?,1,0
Jemobabu,@kipmurkomen 😂😂😂😂😂 tumia google vizuri the law is very clear,0,0
JosephGithua8,@kipmurkomen Wacha makasiriko. According to you UDA have the numbers so there will be no puppet to install. Stop panicking.,0,0
ngalafredrick1,"@kipmurkomen Focus on UDA Matters. If at all Raila is a puppet, work on modalities to defeat him in free, fair, tra… https://t.co/Jzg7M7WRtU",1,0
JoshMwajassy,@kipmurkomen Why are you panicking. I thought you said Uhuru will dump Raila Odinga 😆😆😆,0,0
TheGospelTruth6,@kipmurkomen We as Raila supporters don't care. Uhuru Kenyatta supporters don't care. Why are you concerned? We wil… https://t.co/A9iCLX6lVn,2,1
EliphasWilliam,@kipmurkomen Jubilee will hit 50 mps... odm 60.. dap 30..  mbus 7.. we are already at half way mark.. Kanu.. coast… https://t.co/J1KDfDW537,18,2
Kimariosimiyu,"@kipmurkomen Yenu tulimalizana nayo kitaambo sana ndugu, mdomo kubwa yanini??",1,0
jorgemuturi0394,@kipmurkomen sounds wise as per your opinion we know through politico manipulation Uhuru was Rutos puppet until whe… https://t.co/jE1tXUtdQl,0,0
IsaacJu68950643,@kipmurkomen Sasa inakuumia wapi??,0,0
kriskarim25,"@kipmurkomen Alikutumia sms akasema hivyo!!!
Juu ww ndio unajuaa sana ukishikwa sahi na DCI uko na evidence ama uta… https://t.co/ytHEiuCvtG",0,0
NdegeSteven,@kipmurkomen And even the thought you want to have of Uhuru continuing to rule is still way better than Ruto taking charge of this country.,0,0
BoldAlways254,@kipmurkomen But when he Kwamwana was saying kumi yake then kumi ya WSR it was a heavenly call. Munasinya sana.,1,0
IsrealWisdom7,@kipmurkomen Disillusioned Outgoing Sanator,0,0
johnmark254,@kipmurkomen Inawezekanaaaaaaaa with extension or support Baba is the 5th don't lose focus,1,0
riogimose,"@kipmurkomen So you want to tell us, yangu kumi, yako tano song, was not to give Kenyans a puppet? Suddenly the pup… https://t.co/BYrtmuyHZe",0,0
CH53594053,@kipmurkomen Jinyonge....dirty idiot,0,0
DenishOdanga,@kipmurkomen Life has taught us; a president can kill a party regardless of it's numbers in parliament. We don't mi… https://t.co/YuXwurQfPr,0,0
lizkisibo,"@kipmurkomen So, what is your problem?...stop sweating the small STUFF...simply mind your  so-called ""BOTTOMS UP"" of UDA-nganyifu !!!",0,0
DeejayTrib,@kipmurkomen You gonna lose. Facts❗,0,0
nzambakanono,@kipmurkomen so you admit Uhuru is a genius...stop him via popular vote not twitting...your team is winning so nothing to worry about.,3,0
AngatiaElvis,@kipmurkomen Hahaaaa umaumwa!!!!!!!¡!,1,0
America_is_evil,@kipmurkomen Since you come from ARROR &amp; KIMWARER AREA ... why don't you explain to the residents of that area who stole their dam money,0,0
DeejayTrib,@kipmurkomen ushenzi tupu,1,0
cpawilliams,"@kipmurkomen Don't remind us how you defended uhuru and your poor little government before things fell apart, since… https://t.co/Rxbqt5oPtL",0,0
EdwinKo56083631,@kipmurkomen OMK unatumia soda gani nikununulie kwa kusema ukweli,0,0
Reformist_KE,@kipmurkomen Election has not yet been done.Where are you getting your numbers?Tell us your accomplishments since j… https://t.co/8sZRtJHlRw,0,0
oloo_dismas,@kipmurkomen It doesn't matter whether it's a puppet or stooge but the aim is to ensure that William Ruto does not… https://t.co/1iuPsMvGqw,0,0
Arumxin1,@kipmurkomen What become of Raila being weakened from inside?,0,0
balaseth17,"@kipmurkomen You know the answer..
Do you have the capacity to stop him..
That's the question...",0,0
mathewonkomba8,@kipmurkomen Hatuna shida Bora si UDA,0,0
Thiongonjai,@kipmurkomen I thought you were convinced @RailaOdinga anachezwa. UDAKUS are totally confused ab in¡tio,0,0
charlie_odongo,@kipmurkomen Pwahahaha you wanted Ruto project that failed! Wacha wivu accept and move on times Change and you will… https://t.co/Gy36kHhwQ6,0,0
VictorliamKe,@kipmurkomen who cares,0,0
FrankOrinde,"@kipmurkomen And why is it your problem? When you had ""numbers"" in parliament, what did you do, you were the majority leader?",0,0
Jakamwenda1,@kipmurkomen Why are tangatanga contradicting themselves? On one hand you're blaming raila for entering government… https://t.co/4uDk3NLtCT,1,0
Makaobora,@kipmurkomen UDA getting all obsessed with UK the way ODM is obsessed with WSR. A sure way of getting whopped on 8/… https://t.co/0qEkPjzFDX,0,0
Soogum2,@kipmurkomen Raila is seeking to be the 5th president through direct election and not through number of mps in parl… https://t.co/c1kjzosWVp,1,0
KinaroM,@kipmurkomen Can someone open the servers such that we confirm who between @Williamruto and @Railaodinga who is the… https://t.co/4FkxwuOADu,1,0
KenKennah7,"@kipmurkomen Why are you crying more than the bereaved?
How is this hallucination denying you sleep and how is it p… https://t.co/MPS1suhju2",0,0
PaulOny98038951,@kipmurkomen DESPERATE SOULS!,1,0
